"maille";"LAT";"LON";"ALT"
2190;48.447;4.33731;118
2191;48.4451;4.44538;121
2192;48.4431;4.55343;117
2193;48.441;4.66148;131
2194;48.4389;4.76952;143
2195;48.4366;4.87755;178
2196;48.4342;4.98557;235
2197;48.4317;5.09358;289
2198;48.4292;5.20158;281
2199;48.4265;5.30957;335
2200;48.4237;5.41754;369
2201;48.4209;5.52551;387
2202;48.4179;5.63346;352
2203;48.4148;5.74141;328
2204;48.4117;5.84933;382
2205;48.4084;5.95725;418
2206;48.405;6.06515;349
2207;48.4016;6.17304;292
2208;48.398;6.28091;300
2209;48.3944;6.38877;325
2210;48.3906;6.49661;323
2211;48.3868;6.60444;286
2212;48.3828;6.71225;343
2213;48.3788;6.82004;372
2214;48.3746;6.92782;412
2215;48.3704;7.03558;581
2216;48.366;7.14333;608
2217;48.3616;7.25105;583
2218;48.357;7.35876;451
2219;48.3524;7.46644;195
2220;48.3477;7.57411;160
2221;48.3428;7.68176;156
2222;48.3379;7.78939;158
2223;48.3328;7.897;274
2224;48.3277;8.00458;329
2225;48.3225;8.11215;462
2226;48.3171;8.21969;480
2227;48.3117;8.32722;565
2228;48.3062;8.43471;641
2229;48.3006;8.54219;640
2230;48.1931;-4.50279;11
2231;48.1993;-4.3956;12
2232;48.2054;-4.28839;84
2233;48.2114;-4.18115;109
2234;48.2173;-4.07389;70
2235;48.2232;-3.96661;102
2236;48.2289;-3.8593;119
2237;48.2345;-3.75197;119
2238;48.24;-3.64462;120
2239;48.2454;-3.53724;143
2240;48.2507;-3.42984;193
2241;48.256;-3.32242;210
2242;48.2611;-3.21498;179
2243;48.2661;-3.10752;186
2244;48.271;-3.00004;235
2245;48.2759;-2.89254;204
2246;48.2806;-2.78502;210
2247;48.2853;-2.67748;181
2248;48.2898;-2.56992;230
2249;48.2942;-2.46234;182
2250;48.2986;-2.35474;129
2251;48.3028;-2.24713;95
2252;48.307;-2.1395;78
2253;48.311;-2.03185;68
2254;48.3149;-1.92419;96
2255;48.3188;-1.81651;68
2256;48.3225;-1.70881;76
2257;48.3262;-1.6011;86
2258;48.3298;-1.49338;75
2259;48.3332;-1.38564;87
2260;48.3366;-1.27788;108
2261;48.3398;-1.17011;109
2262;48.343;-1.06233;173
2263;48.346;-0.95454;176
2264;48.349;-0.84674;196
2265;48.3519;-0.73892;172
2266;48.3546;-0.63109;131
2267;48.3573;-0.52325;185
2268;48.3599;-0.41539;228
2269;48.3623;-0.30753;209
2270;48.3647;-0.19966;228
2271;48.367;-0.09178;182
2272;48.3692;0.01611;166
2273;48.3712;0.12401;146
2274;48.3732;0.23192;183
2275;48.3751;0.33983;175
2276;48.3769;0.44776;149
2277;48.3785;0.55569;191
2278;48.3801;0.66362;183
2279;48.3816;0.77157;159
2280;48.383;0.87951;167
2281;48.3843;0.98747;229
2282;48.3854;1.09543;251
2283;48.3865;1.20339;198
2284;48.3875;1.31136;169
2285;48.3884;1.41933;154
2286;48.3892;1.52731;144
2287;48.3899;1.63529;151
2288;48.3905;1.74327;149
2289;48.391;1.85126;150
2290;48.3914;1.95924;146
2291;48.3917;2.06723;137
2292;48.3919;2.17522;129
2293;48.392;2.28321;120
2294;48.392;2.39119;107
2295;48.3919;2.49918;89
2296;48.3917;2.60717;116
2297;48.3914;2.71516;103
2298;48.391;2.82314;88
2299;48.3905;2.93113;84
2300;48.3899;3.03911;64
2301;48.3892;3.14709;72
2302;48.3884;3.25507;94
2303;48.3875;3.36304;114
2304;48.3865;3.47101;116
2305;48.3854;3.57897;130
2306;48.3843;3.68693;133
2307;48.383;3.79489;144
2308;48.3816;3.90283;128
2309;48.3801;4.01078;112
2310;48.3785;4.11871;160
2311;48.3769;4.22664;154
2312;48.3751;4.33457;125
2313;48.3732;4.44248;126
2314;48.3712;4.55039;131
2315;48.3692;4.65829;151
2316;48.367;4.76618;181
2317;48.3647;4.87406;240
2318;48.3623;4.98193;294
2319;48.3599;5.0898;304
2320;48.3573;5.19765;272
2321;48.3546;5.30549;352
2322;48.3519;5.41332;394
2323;48.349;5.52113;392
2324;48.346;5.62894;340
2325;48.343;5.73673;369
2326;48.3398;5.84451;354
2327;48.3366;5.95228;344
2328;48.3332;6.06004;318
2329;48.3298;6.16778;311
2330;48.3262;6.2755;333
2331;48.3225;6.38321;330
2332;48.3188;6.49091;338
2333;48.3149;6.59859;314
2334;48.311;6.70625;372
2335;48.307;6.8139;459
2336;48.3028;6.92153;416
2337;48.2986;7.02914;490
2338;48.2942;7.13674;607
2339;48.2898;7.24432;511
2340;48.2853;7.35188;350
2341;48.2806;7.45942;175
2342;48.2759;7.56694;164
2343;48.271;7.67444;163
2344;48.2661;7.78192;177
2345;48.2611;7.88938;355
2346;48.256;7.99682;453
2347;48.2507;8.10424;425
2348;48.2454;8.21164;528
2349;48.24;8.31902;720
2350;48.2345;8.42637;672
2351;48.2289;8.5337;675
2352;48.1673;9.60567;589
2353;48.1276;-4.38641;12
2354;48.1337;-4.27934;28
2355;48.1397;-4.17225;91
2356;48.1456;-4.06514;125
2357;48.1515;-3.958;144
2358;48.1572;-3.85083;134
2359;48.1628;-3.74365;147
2360;48.1683;-3.63644;184
2361;48.1737;-3.52921;202
2362;48.179;-3.42196;216
2363;48.1842;-3.31469;211
2364;48.1893;-3.20739;202
2365;48.1944;-3.10008;206
2366;48.1993;-2.99274;156
2367;48.2041;-2.88538;149
2368;48.2088;-2.77801;171
2369;48.2135;-2.67061;181
2370;48.218;-2.5632;185
2371;48.2224;-2.45577;192
2372;48.2268;-2.34832;134
2373;48.231;-2.24085;110
2374;48.2351;-2.13337;96
2375;48.2392;-2.02587;91
2376;48.2431;-1.91835;117
2377;48.247;-1.81082;98
2378;48.2507;-1.70327;91
2379;48.2544;-1.59571;74
2380;48.2579;-1.48813;84
2381;48.2614;-1.38054;91
2382;48.2647;-1.27293;100
2383;48.268;-1.16531;124
2384;48.2711;-1.05768;147
2385;48.2742;-0.95003;139
2386;48.2771;-0.84237;150
2387;48.28;-0.7347;148
2388;48.2828;-0.62702;125
2389;48.2854;-0.51933;138
2390;48.288;-0.41162;182
2391;48.2904;-0.30391;235
2392;48.2928;-0.19618;177
2393;48.2951;-0.08845;129
2394;48.2972;0.01929;107
2395;48.2993;0.12704;93
2396;48.3013;0.2348;107
2397;48.3032;0.34257;107
2398;48.305;0.45035;99
2399;48.3066;0.55813;140
2400;48.3082;0.66592;147
2401;48.3097;0.77371;135
2402;48.3111;0.88151;179
2403;48.3123;0.98932;252
2404;48.3135;1.09713;218
2405;48.3146;1.20495;177
2406;48.3156;1.31277;162
2407;48.3165;1.42059;154
2408;48.3173;1.52842;153
2409;48.318;1.63625;148
2410;48.3186;1.74409;147
2411;48.3191;1.85192;143
2412;48.3195;1.95976;141
2413;48.3197;2.0676;130
2414;48.3199;2.17544;129
2415;48.32;2.28328;132
2416;48.32;2.39112;111
2417;48.3199;2.49896;114
2418;48.3197;2.6068;108
2419;48.3195;2.71464;80
2420;48.3191;2.82248;80
2421;48.3186;2.93031;97
2422;48.318;3.03815;109
2423;48.3173;3.14598;97
2424;48.3165;3.25381;108
2425;48.3156;3.36163;146
2426;48.3146;3.46945;169
2427;48.3135;3.57727;160
2428;48.3123;3.68508;189
2429;48.3111;3.79289;166
2430;48.3097;3.90069;189
2431;48.3082;4.00848;125
2432;48.3066;4.11627;112
2433;48.305;4.22405;135
2434;48.3032;4.33183;132
2435;48.3013;4.4396;161
2436;48.2993;4.54736;171
2437;48.2972;4.65511;207
2438;48.2951;4.76285;260
2439;48.2928;4.87058;299
2440;48.2904;4.97831;301
2441;48.288;5.08602;303
2442;48.2854;5.19373;322
2443;48.2828;5.30142;306
2444;48.28;5.4091;349
2445;48.2771;5.51677;370
2446;48.2742;5.62443;369
2447;48.2711;5.73208;386
2448;48.268;5.83971;350
2449;48.2647;5.94733;374
2450;48.2614;6.05494;350
2451;48.2579;6.16253;310
2452;48.2544;6.27011;357
2453;48.2507;6.37767;341
2454;48.247;6.48522;340
2455;48.2431;6.59275;354
2456;48.2392;6.70027;422
2457;48.2351;6.80777;514
2458;48.231;6.91525;475
2459;48.2268;7.02272;536
2460;48.2224;7.13017;749
2461;48.218;7.2376;708
2462;48.2135;7.34501;328
2463;48.2088;7.45241;174
2464;48.2041;7.55978;170
2465;48.1993;7.66714;171
2466;48.1944;7.77448;197
2467;48.1893;7.88179;389
2468;48.1842;7.98909;554
2469;48.179;8.09636;600
2470;48.1737;8.20361;769
2471;48.1683;8.31084;836
2472;48.1628;8.41805;771
2473;48.1572;8.52523;690
2474;48.0957;9.59575;590
2475;48.089;9.70267;603
2476;48.0822;9.80955;584
2477;48.0371;-4.69785;24
2478;48.0435;-4.59101;48
2479;48.0498;-4.48414;58
2480;48.056;-4.37724;62
2481;48.0621;-4.27032;82
2482;48.068;-4.16337;123
2483;48.0739;-4.0564;117
2484;48.0797;-3.94941;136
2485;48.0854;-3.84239;154
2486;48.091;-3.73535;178
2487;48.0965;-3.62829;156
2488;48.102;-3.5212;173
2489;48.1073;-3.4141;201
2490;48.1125;-3.30697;213
2491;48.1176;-3.19982;203
2492;48.1226;-3.09265;165
2493;48.1275;-2.98546;97
2494;48.1323;-2.87825;134
2495;48.1371;-2.77102;116
2496;48.1417;-2.66377;126
2497;48.1462;-2.5565;143
2498;48.1506;-2.44922;138
2499;48.155;-2.34192;105
2500;48.1592;-2.2346;91
2501;48.1633;-2.12726;86
2502;48.1674;-2.0199;68
2503;48.1713;-1.91253;69
2504;48.1751;-1.80515;67
2505;48.1789;-1.69774;64
2506;48.1825;-1.59033;69
2507;48.1861;-1.4829;84
2508;48.1895;-1.37545;93
2509;48.1929;-1.26799;109
2510;48.1961;-1.16052;122
2511;48.1993;-1.05303;139
2512;48.2023;-0.94553;164
2513;48.2053;-0.83802;122
2514;48.2081;-0.7305;110
2515;48.2109;-0.62296;132
2516;48.2135;-0.51542;118
2517;48.2161;-0.40786;156
2518;48.2186;-0.30029;258
2519;48.2209;-0.19272;203
2520;48.2232;-0.08513;195
2521;48.2253;0.02247;117
2522;48.2274;0.13007;75
2523;48.2294;0.23768;69
2524;48.2313;0.3453;71
2525;48.233;0.45293;100
2526;48.2347;0.56057;154
2527;48.2363;0.66821;124
2528;48.2378;0.77586;178
2529;48.2391;0.88351;211
2530;48.2404;0.99117;227
2531;48.2416;1.09883;197
2532;48.2427;1.2065;164
2533;48.2437;1.31417;143
2534;48.2446;1.42185;138
2535;48.2454;1.52953;144
2536;48.246;1.63721;142
2537;48.2466;1.7449;137
2538;48.2471;1.85259;136
2539;48.2475;1.96028;136
2540;48.2478;2.06797;128
2541;48.248;2.17566;126
2542;48.2481;2.28335;128
2543;48.2481;2.39105;114
2544;48.248;2.49874;113
2545;48.2478;2.60643;107
2546;48.2475;2.71412;102
2547;48.2471;2.82181;118
2548;48.2466;2.9295;131
2549;48.246;3.03719;141
2550;48.2454;3.14487;169
2551;48.2446;3.25255;95
2552;48.2437;3.36023;154
2553;48.2427;3.4679;170
2554;48.2416;3.57557;146
2555;48.2404;3.68323;165
2556;48.2391;3.79089;183
2557;48.2378;3.89855;207
2558;48.2363;4.00619;152
2559;48.2347;4.11383;118
2560;48.233;4.22147;128
2561;48.2313;4.3291;141
2562;48.2294;4.43672;175
2563;48.2274;4.54433;227
2564;48.2253;4.65193;246
2565;48.2232;4.75953;220
2566;48.2209;4.86711;302
2567;48.2186;4.97469;336
2568;48.2161;5.08226;300
2569;48.2135;5.18981;313
2570;48.2109;5.29736;325
2571;48.2081;5.4049;373
2572;48.2053;5.51242;419
2573;48.2023;5.61993;376
2574;48.1993;5.72743;358
2575;48.1961;5.83492;376
2576;48.1929;5.94239;380
2577;48.1895;6.04985;370
2578;48.1861;6.1573;333
2579;48.1825;6.26473;357
2580;48.1789;6.37214;381
2581;48.1751;6.47955;381
2582;48.1713;6.58693;432
2583;48.1674;6.6943;508
2584;48.1633;6.80166;576
2585;48.1592;6.909;649
2586;48.155;7.01632;760
2587;48.1506;7.12362;849
2588;48.1462;7.2309;521
2589;48.1417;7.33817;215
2590;48.1371;7.44542;179
2591;48.1323;7.55265;182
2592;48.1275;7.65986;247
2593;48.1226;7.76705;198
2594;48.1176;7.87422;263
2595;48.1125;7.98137;440
2596;48.1073;8.0885;756
2597;48.102;8.1956;986
2598;48.0965;8.30269;918
2599;48.091;8.40975;796
2600;48.0854;8.51679;728
2601;48.056;9.05164;758
2602;48.0498;9.15854;651
2603;48.0306;9.47907;598
2604;48.0241;9.58587;626
2605;48.0174;9.69263;582
2606;48.0106;9.79937;607
2607;48.0037;9.90608;671
2608;47.9718;-4.58158;1
2609;47.9781;-4.47485;21
2610;47.9843;-4.3681;68
2611;47.9904;-4.26132;105
2612;47.9964;-4.15452;77
2613;48.0022;-4.04769;66
2614;48.008;-3.94084;109
2615;48.0137;-3.83397;148
2616;48.0193;-3.72707;173
2617;48.0248;-3.62016;170
2618;48.0302;-3.51322;123
2619;48.0355;-3.40625;141
2620;48.0407;-3.29927;149
2621;48.0458;-3.19227;147
2622;48.0508;-3.08524;164
2623;48.0557;-2.9782;111
2624;48.0606;-2.87113;117
2625;48.0653;-2.76405;109
2626;48.0699;-2.65695;98
2627;48.0744;-2.54983;97
2628;48.0788;-2.44269;92
2629;48.0831;-2.33553;80
2630;48.0874;-2.22835;87
2631;48.0915;-2.12116;93
2632;48.0955;-2.01395;91
2633;48.0995;-1.90673;50
2634;48.1033;-1.79949;38
2635;48.107;-1.69223;39
2636;48.1107;-1.58496;53
2637;48.1142;-1.47768;62
2638;48.1176;-1.37038;82
2639;48.121;-1.26306;84
2640;48.1242;-1.15574;108
2641;48.1274;-1.0484;138
2642;48.1304;-0.94104;139
2643;48.1334;-0.83368;123
2644;48.1362;-0.7263;98
2645;48.139;-0.61891;108
2646;48.1416;-0.51152;105
2647;48.1442;-0.40411;112
2648;48.1467;-0.29669;170
2649;48.149;-0.18925;167
2650;48.1513;-0.08182;129
2651;48.1535;0.02563;111
2652;48.1555;0.13309;77
2653;48.1575;0.24056;70
2654;48.1594;0.34803;92
2655;48.1611;0.45551;129
2656;48.1628;0.563;131
2657;48.1644;0.67049;111
2658;48.1658;0.77799;174
2659;48.1672;0.8855;224
2660;48.1685;0.99301;197
2661;48.1697;1.10053;173
2662;48.1708;1.20805;166
2663;48.1717;1.31557;155
2664;48.1726;1.4231;135
2665;48.1734;1.53063;136
2666;48.1741;1.63817;132
2667;48.1747;1.74571;131
2668;48.1752;1.85325;131
2669;48.1756;1.96079;130
2670;48.1759;2.06834;129
2671;48.1761;2.17588;120
2672;48.1762;2.28343;118
2673;48.1762;2.39097;112
2674;48.1761;2.49852;98
2675;48.1759;2.60606;104
2676;48.1756;2.71361;100
2677;48.1752;2.82115;114
2678;48.1747;2.92869;134
2679;48.1741;3.03623;151
2680;48.1734;3.14376;176
2681;48.1726;3.2513;119
2682;48.1717;3.35883;139
2683;48.1708;3.46635;148
2684;48.1697;3.57387;204
2685;48.1685;3.68139;212
2686;48.1672;3.7889;224
2687;48.1658;3.89641;254
2688;48.1644;4.00391;197
2689;48.1628;4.1114;136
2690;48.1611;4.21889;142
2691;48.1594;4.32637;171
2692;48.1575;4.43385;230
2693;48.1555;4.54131;272
2694;48.1535;4.64877;282
2695;48.1513;4.75622;264
2696;48.149;4.86366;269
2697;48.1467;4.97109;308
2698;48.1442;5.07851;301
2699;48.1416;5.18591;325
2700;48.139;5.29331;392
2701;48.1362;5.4007;394
2702;48.1334;5.50808;402
2703;48.1304;5.61544;356
2704;48.1274;5.7228;372
2705;48.1242;5.83014;397
2706;48.121;5.93746;390
2707;48.1176;6.04478;336
2708;48.1142;6.15208;357
2709;48.1107;6.25936;375
2710;48.107;6.36663;395
2711;48.1033;6.47389;421
2712;48.0995;6.58113;457
2713;48.0955;6.68835;653
2714;48.0915;6.79556;738
2715;48.0874;6.90275;840
2716;48.0831;7.00993;986
2717;48.0788;7.11709;777
2718;48.0744;7.22423;507
2719;48.0699;7.33135;214
2720;48.0653;7.43845;188
2721;48.0606;7.54553;187
2722;48.0557;7.6526;248
2723;48.0508;7.75964;208
2724;48.0458;7.86667;279
2725;48.0407;7.97367;635
2726;48.0355;8.08065;856
2727;48.0302;8.18762;967
2728;47.9904;8.93572;750
2729;47.9843;9.0425;681
2730;47.9781;9.14925;640
2731;47.9655;9.36268;630
2732;47.959;9.46935;646
2733;47.9524;9.576;600
2734;47.9458;9.68263;572
2735;47.939;9.78922;634
2736;47.9321;9.89579;680
2737;47.9126;-4.35898;22
2738;47.9187;-4.25235;49
2739;47.9247;-4.14569;37
2740;47.9305;-4.03901;41
2741;47.9363;-3.9323;86
2742;47.942;-3.82557;112
2743;47.9476;-3.71882;107
2744;47.9531;-3.61205;100
2745;47.9585;-3.50525;105
2746;47.9638;-3.39843;111
2747;47.969;-3.2916;138
2748;47.9741;-3.18474;137
2749;47.9791;-3.07786;94
2750;47.984;-2.97096;110
2751;47.9888;-2.86404;96
2752;47.9935;-2.7571;103
2753;47.9981;-2.65014;85
2754;48.0026;-2.54316;90
2755;48.007;-2.43617;70
2756;48.0113;-2.32916;85
2757;48.0156;-2.22213;179
2758;48.0197;-2.11508;145
2759;48.0237;-2.00802;109
2760;48.0276;-1.90094;76
2761;48.0315;-1.79385;38
2762;48.0352;-1.68674;33
2763;48.0388;-1.57961;48
2764;48.0424;-1.47247;57
2765;48.0458;-1.36532;74
2766;48.0491;-1.25815;90
2767;48.0524;-1.15097;97
2768;48.0555;-1.04378;148
2769;48.0586;-0.93657;128
2770;48.0615;-0.82935;107
2771;48.0644;-0.72212;80
2772;48.0671;-0.61488;93
2773;48.0698;-0.50763;108
2774;48.0723;-0.40036;107
2775;48.0748;-0.29309;162
2776;48.0771;-0.18581;147
2777;48.0794;-0.07851;108
2778;48.0815;0.02879;120
2779;48.0836;0.1361;85
2780;48.0856;0.24342;74
2781;48.0874;0.35074;70
2782;48.0892;0.45808;89
2783;48.0909;0.56542;94
2784;48.0924;0.67277;137
2785;48.0939;0.78012;157
2786;48.0953;0.88748;200
2787;48.0966;0.99484;191
2788;48.0978;1.10222;162
2789;48.0988;1.20959;154
2790;48.0998;1.31697;137
2791;48.1007;1.42435;130
2792;48.1015;1.53174;129
2793;48.1022;1.63913;132
2794;48.1028;1.74652;127
2795;48.1033;1.85391;122
2796;48.1037;1.96131;124
2797;48.1039;2.0687;126
2798;48.1041;2.1761;117
2799;48.1042;2.2835;111
2800;48.1042;2.3909;109
2801;48.1041;2.4983;90
2802;48.1039;2.6057;85
2803;48.1037;2.71309;92
2804;48.1033;2.82049;103
2805;48.1028;2.92788;133
2806;48.1022;3.03527;163
2807;48.1015;3.14266;184
2808;48.1007;3.25005;129
2809;48.0998;3.35743;166
2810;48.0988;3.46481;214
2811;48.0978;3.57218;246
2812;48.0966;3.67955;240
2813;48.0953;3.78692;222
2814;48.0939;3.89428;170
2815;48.0924;4.00163;153
2816;48.0909;4.10898;160
2817;48.0892;4.21632;189
2818;48.0874;4.32366;216
2819;48.0856;4.43098;216
2820;48.0836;4.5383;263
2821;48.0815;4.64561;313
2822;48.0794;4.75291;278
2823;48.0771;4.86021;271
2824;48.0748;4.96749;273
2825;48.0723;5.07476;315
2826;48.0698;5.18203;340
2827;48.0671;5.28928;389
2828;48.0644;5.39652;402
2829;48.0615;5.50375;374
2830;48.0586;5.61097;361
2831;48.0555;5.71818;407
2832;48.0524;5.82537;374
2833;48.0491;5.93255;303
2834;48.0458;6.03972;321
2835;48.0424;6.14687;432
2836;48.0388;6.25401;362
2837;48.0352;6.36114;469
2838;48.0315;6.46825;538
2839;48.0276;6.57534;514
2840;48.0237;6.68242;541
2841;48.0197;6.78948;767
2842;48.0156;6.89653;910
2843;48.0113;7.00356;980
2844;48.007;7.11057;745
2845;48.0026;7.21756;540
2846;47.9981;7.32454;220
2847;47.9935;7.4315;197
2848;47.9888;7.53844;195
2849;47.984;7.64536;205
2850;47.9791;7.75226;245
2851;47.9741;7.85914;413
2852;47.969;7.966;497
2853;47.9638;8.07283;865
2854;47.9585;8.17965;994
2855;47.9531;8.28645;975
2856;47.9305;8.71341;761
2857;47.9247;8.82009;740
2858;47.9187;8.92675;692
2859;47.9126;9.03338;639
2860;47.9064;9.13999;658
2861;47.9002;9.24657;657
2862;47.8938;9.35313;675
2863;47.8873;9.45966;646
2864;47.8808;9.56617;572
2865;47.8741;9.67265;539
2866;47.8674;9.7791;647
2867;47.8605;9.88553;684
2868;47.8409;-4.34988;11
2869;47.847;-4.24339;19
2870;47.853;-4.13688;6
2871;47.8588;-4.03034;11
2872;47.8646;-3.92378;15
2873;47.8703;-3.8172;59
2874;47.8759;-3.71059;68
2875;47.8813;-3.60396;70
2876;47.8867;-3.49731;63
2877;47.892;-3.39064;68
2878;47.8972;-3.28394;100
2879;47.9023;-3.17723;99
2880;47.9073;-3.07049;89
2881;47.9122;-2.96374;100
2882;47.917;-2.85696;113
2883;47.9217;-2.75017;116
2884;47.9263;-2.64335;110
2885;47.9308;-2.53652;79
2886;47.9352;-2.42967;57
2887;47.9395;-2.32281;83
2888;47.9437;-2.21592;111
2889;47.9478;-2.10902;86
2890;47.9519;-2.0021;95
2891;47.9558;-1.89517;78
2892;47.9596;-1.78822;61
2893;47.9633;-1.68126;80
2894;47.967;-1.57428;67
2895;47.9705;-1.46728;60
2896;47.9739;-1.36027;62
2897;47.9773;-1.25325;73
2898;47.9805;-1.14622;80
2899;47.9836;-1.03917;93
2900;47.9867;-0.93211;94
2901;47.9896;-0.82503;94
2902;47.9925;-0.71795;78
2903;47.9952;-0.61085;86
2904;47.9979;-0.50375;85
2905;48.0004;-0.39663;89
2906;48.0029;-0.2895;91
2907;48.0052;-0.18237;106
2908;48.0075;-0.07522;83
2909;48.0096;0.03194;96
2910;48.0117;0.1391;82
2911;48.0137;0.24627;76
2912;48.0155;0.35345;73
2913;48.0173;0.46064;105
2914;48.019;0.56784;117
2915;48.0205;0.67504;164
2916;48.022;0.78224;155
2917;48.0234;0.88946;160
2918;48.0247;0.99668;186
2919;48.0258;1.1039;174
2920;48.0269;1.21113;137
2921;48.0279;1.31836;127
2922;48.0288;1.4256;130
2923;48.0296;1.53284;128
2924;48.0302;1.64008;123
2925;48.0308;1.74732;125
2926;48.0313;1.85457;124
2927;48.0317;1.96182;130
2928;48.032;2.06907;136
2929;48.0322;2.17632;140
2930;48.0323;2.28357;138
2931;48.0323;2.39083;123
2932;48.0322;2.49808;95
2933;48.032;2.60533;89
2934;48.0317;2.71258;93
2935;48.0313;2.81983;124
2936;48.0308;2.92708;140
2937;48.0302;3.03432;163
2938;48.0296;3.14156;175
2939;48.0288;3.2488;159
2940;48.0279;3.35604;162
2941;48.0269;3.46327;210
2942;48.0258;3.5705;165
2943;48.0247;3.67772;134
2944;48.0234;3.78494;126
2945;48.022;3.89216;130
2946;48.0205;3.99936;155
2947;48.019;4.10656;193
2948;48.0173;4.21376;249
2949;48.0155;4.32095;247
2950;48.0137;4.42813;238
2951;48.0117;4.5353;273
2952;48.0096;4.64246;264
2953;48.0075;4.74962;282
2954;48.0052;4.85676;289
2955;48.0029;4.9639;296
2956;48.0004;5.07103;357
2957;47.9979;5.17815;374
2958;47.9952;5.28525;383
2959;47.9925;5.39235;412
2960;47.9896;5.49943;384
2961;47.9867;5.60651;387
2962;47.9836;5.71357;352
2963;47.9805;5.82062;321
2964;47.9773;5.92765;283
2965;47.9739;6.03467;294
2966;47.9705;6.14168;304
2967;47.967;6.24868;354
2968;47.9633;6.35566;447
2969;47.9596;6.46262;522
2970;47.9558;6.56957;638
2971;47.9519;6.6765;646
2972;47.9478;6.78342;700
2973;47.9437;6.89032;893
2974;47.9395;6.99721;880
2975;47.9352;7.10407;887
2976;47.9308;7.21092;410
2977;47.9263;7.31775;214
2978;47.9217;7.42457;206
2979;47.917;7.53136;206
2980;47.9122;7.63814;213
2981;47.9073;7.74489;331
2982;47.9023;7.85163;788
2983;47.8972;7.95834;1016
2984;47.892;8.06503;1055
2985;47.8867;8.17171;948
2986;47.8813;8.27836;862
2987;47.8759;8.38499;768
2988;47.8703;8.4916;729
2989;47.8646;8.59818;784
2990;47.8588;8.70474;711
2991;47.853;8.81128;555
2992;47.847;8.9178;513
2993;47.8409;9.02429;502
2994;47.8348;9.13075;607
2995;47.8285;9.23719;571
2996;47.8221;9.34361;669
2997;47.8157;9.45;647
2998;47.8091;9.55636;541
2999;47.8025;9.6627;549
3000;47.7958;9.76901;676
3001;47.7889;9.87529;665
3002;47.782;9.98154;688
3003;47.7692;-4.34082;1
3004;47.7753;-4.23447;2
3005;47.7812;-4.1281;1
3006;47.7985;-3.80884;16
3007;47.8041;-3.70238;26
3008;47.8096;-3.59589;49
3009;47.815;-3.48939;41
3010;47.8203;-3.38286;43
3011;47.8254;-3.27631;55
3012;47.8305;-3.16974;69
3013;47.8355;-3.06314;88
3014;47.8404;-2.95653;97
3015;47.8452;-2.8499;114
3016;47.8499;-2.74325;101
3017;47.8545;-2.63658;128
3018;47.859;-2.5299;123
3019;47.8634;-2.42319;53
3020;47.8677;-2.31647;83
3021;47.8719;-2.20973;86
3022;47.876;-2.10297;57
3023;47.88;-1.9962;52
3024;47.8839;-1.88941;65
3025;47.8878;-1.78261;65
3026;47.8915;-1.67579;59
3027;47.8951;-1.56895;85
3028;47.8986;-1.46211;79
3029;47.9021;-1.35524;81
3030;47.9054;-1.24837;89
3031;47.9086;-1.14148;80
3032;47.9118;-1.03457;72
3033;47.9148;-0.92766;76
3034;47.9177;-0.82073;89
3035;47.9206;-0.71379;81
3036;47.9233;-0.60684;100
3037;47.926;-0.49988;82
3038;47.9285;-0.39291;64
3039;47.931;-0.28593;72
3040;47.9333;-0.17893;72
3041;47.9356;-0.07193;71
3042;47.9377;0.03508;65
3043;47.9398;0.14209;50
3044;47.9417;0.24912;61
3045;47.9436;0.35616;93
3046;47.9454;0.4632;121
3047;47.947;0.57025;154
3048;47.9486;0.6773;162
3049;47.9501;0.78436;143
3050;47.9514;0.89143;150
3051;47.9527;0.9985;185
3052;47.9539;1.10558;186
3053;47.955;1.21266;134
3054;47.956;1.31975;123
3055;47.9568;1.42684;125
3056;47.9576;1.53393;122
3057;47.9583;1.64103;119
3058;47.9589;1.74813;121
3059;47.9594;1.85523;122
3060;47.9598;1.96233;128
3061;47.9601;2.06944;120
3062;47.9603;2.17654;120
3063;47.9604;2.28365;134
3064;47.9604;2.39075;127
3065;47.9603;2.49786;107
3066;47.9601;2.60496;97
3067;47.9598;2.71207;96
3068;47.9594;2.81917;120
3069;47.9589;2.92627;151
3070;47.9583;3.03337;159
3071;47.9576;3.14047;177
3072;47.9568;3.24756;161
3073;47.956;3.35465;120
3074;47.955;3.46174;101
3075;47.9539;3.56882;103
3076;47.9527;3.6759;122
3077;47.9514;3.78297;126
3078;47.9501;3.89004;148
3079;47.9486;3.9971;207
3080;47.947;4.10415;259
3081;47.9454;4.2112;298
3082;47.9436;4.31824;249
3083;47.9417;4.42528;287
3084;47.9398;4.5323;254
3085;47.9377;4.63932;264
3086;47.9356;4.74633;279
3087;47.9333;4.85333;290
3088;47.931;4.96033;330
3089;47.9285;5.06731;373
3090;47.926;5.17428;398
3091;47.9233;5.28124;378
3092;47.9206;5.38819;386
3093;47.9177;5.49513;382
3094;47.9148;5.60206;337
3095;47.9118;5.70897;342
3096;47.9086;5.81588;284
3097;47.9054;5.92277;269
3098;47.9021;6.02964;276
3099;47.8986;6.13651;282
3100;47.8951;6.24335;268
3101;47.8915;6.35019;302
3102;47.8878;6.45701;457
3103;47.8839;6.56381;578
3104;47.88;6.6706;621
3105;47.876;6.77737;657
3106;47.8719;6.88413;861
3107;47.8677;6.99087;656
3108;47.8634;7.09759;707
3109;47.859;7.2043;375
