"maille";"LAT";"LON";"ALT"
5121;46.7083;4.90098;179
5122;46.7059;5.00554;191
5123;46.7034;5.1101;203
5124;46.7008;5.21464;200
5125;46.6981;5.31918;197
5126;46.6953;5.4237;210
5127;46.6925;5.52822;278
5128;46.6895;5.63272;470
5129;46.6864;5.73721;532
5130;46.6833;5.84169;649
5131;46.68;5.94616;745
5132;46.6767;6.05061;967
5133;46.6732;6.15505;1125
5134;46.6697;6.25948;1194
5135;46.666;6.3639;1109
5136;46.6623;6.46829;668
5137;46.6585;6.57268;542
5138;46.6545;6.67705;693
5139;46.6505;6.7814;695
5140;46.6464;6.88574;806
5141;46.6422;6.99007;882
5142;46.6379;7.09437;836
5143;46.6335;7.19866;1252
5144;46.629;7.30293;1532
5145;46.6244;7.40719;1314
5146;46.6197;7.51143;1370
5147;46.6149;7.61565;1504
5148;46.6101;7.71985;1250
5149;46.6051;7.82403;1932
5150;46.6;7.92819;1574
5151;46.5949;8.03233;2102
5152;46.5896;8.13645;2881
5153;46.5843;8.24056;2509
5154;46.5788;8.34464;2224
5155;46.5733;8.4487;2429
5156;46.5676;8.55274;2254
5157;46.5619;8.65675;2204
5158;46.5561;8.76075;2286
5159;46.5501;8.86472;2075
5160;46.5441;8.96867;1840
5161;46.538;9.07259;2517
5162;46.5318;9.1765;2258
5163;46.5255;9.28038;2116
5164;46.5191;9.38423;2262
5165;46.5126;9.48806;2268
5166;46.506;9.59186;2295
5167;46.4993;9.69564;2484
5168;46.5866;-1.89266;1
5169;46.5904;-1.78841;23
5170;46.5942;-1.68415;37
5171;46.5978;-1.57987;58
5172;46.6013;-1.47558;63
5173;46.6048;-1.37128;61
5174;46.6081;-1.26697;58
5175;46.6114;-1.16264;63
5176;46.6145;-1.0583;66
5177;46.6176;-0.95394;93
5178;46.6206;-0.84958;91
5179;46.6234;-0.7452;107
5180;46.6262;-0.64082;162
5181;46.6289;-0.53642;202
5182;46.6315;-0.43201;203
5183;46.6339;-0.3276;180
5184;46.6363;-0.22317;165
5185;46.6386;-0.11873;174
5186;46.6408;-0.01429;159
5187;46.6429;0.09016;140
5188;46.6449;0.19462;128
5189;46.6469;0.29909;111
5190;46.6487;0.40357;102
5191;46.6504;0.50805;122
5192;46.652;0.61254;112
5193;46.6536;0.71703;131
5194;46.655;0.82153;122
5195;46.6563;0.92604;111
5196;46.6576;1.03055;113
5197;46.6587;1.13506;110
5198;46.6598;1.23958;109
5199;46.6607;1.34411;127
5200;46.6616;1.44863;144
5201;46.6624;1.55316;152
5202;46.663;1.65769;150
5203;46.6636;1.76223;169
5204;46.6641;1.86677;200
5205;46.6645;1.97131;224
5206;46.6648;2.07585;239
5207;46.6649;2.18039;215
5208;46.665;2.28493;207
5209;46.665;2.38947;210
5210;46.6649;2.49401;195
5211;46.6648;2.59855;206
5212;46.6645;2.70309;241
5213;46.6641;2.80763;274
5214;46.6636;2.91217;250
5215;46.663;3.01671;252
5216;46.6624;3.12124;233
5217;46.6616;3.22577;217
5218;46.6607;3.33029;245
5219;46.6598;3.43482;233
5220;46.6587;3.53934;231
5221;46.6576;3.64385;215
5222;46.6563;3.74836;240
5223;46.655;3.85287;308
5224;46.6536;3.95737;345
5225;46.652;4.06186;305
5226;46.6504;4.16635;314
5227;46.6487;4.27083;302
5228;46.6469;4.37531;320
5229;46.6449;4.47978;405
5230;46.6429;4.58424;313
5231;46.6408;4.68869;258
5232;46.6386;4.79313;209
5233;46.6363;4.89757;199
5234;46.6339;5.002;197
5235;46.6315;5.10641;193
5236;46.6289;5.21082;189
5237;46.6262;5.31522;196
5238;46.6234;5.4196;207
5239;46.6206;5.52398;376
5240;46.6176;5.62834;533
5241;46.6145;5.7327;514
5242;46.6114;5.83704;719
5243;46.6081;5.94137;872
5244;46.6048;6.04568;1045
5245;46.6013;6.14998;1216
5246;46.5978;6.25427;1253
5247;46.5942;6.35855;1025
5248;46.5904;6.46281;584
5249;46.5866;6.56706;532
5250;46.5827;6.67129;792
5251;46.5787;6.77551;744
5252;46.5746;6.87971;807
5253;46.5704;6.98389;1212
5254;46.5661;7.08806;1078
5255;46.5617;7.19221;1567
5256;46.5572;7.29635;1582
5257;46.5526;7.40046;1457
5258;46.5479;7.50456;1815
5259;46.5431;7.60865;1515
5260;46.5383;7.71271;1752
5261;46.5333;7.81675;2304
5262;46.5282;7.92078;2399
5263;46.5231;8.02478;3191
5264;46.5178;8.12877;3134
5265;46.5125;8.23273;2446
5266;46.507;8.33668;1962
5267;46.5015;8.4406;2354
5268;46.4663;9.06368;2374
5269;46.4601;9.16745;2085
5270;46.4538;9.27119;2303
5271;46.4474;9.37491;2120
5272;46.4409;9.4786;2270
5273;46.4343;9.58227;2482
5274;46.4277;9.68591;2243
5275;46.5186;-1.78294;11
5276;46.5223;-1.67882;38
5277;46.5259;-1.57468;51
5278;46.5294;-1.47053;65
5279;46.5329;-1.36636;49
5280;46.5362;-1.26219;34
5281;46.5395;-1.15799;30
5282;46.5426;-1.05379;42
5283;46.5457;-0.94958;56
5284;46.5486;-0.84535;86
5285;46.5515;-0.74111;84
5286;46.5543;-0.63687;99
5287;46.5569;-0.53261;131
5288;46.5595;-0.42834;173
5289;46.562;-0.32406;198
5290;46.5644;-0.21977;197
5291;46.5667;-0.11547;196
5292;46.5689;-0.01117;166
5293;46.571;0.09315;148
5294;46.573;0.19747;139
5295;46.5749;0.3018;119
5296;46.5767;0.40613;118
5297;46.5785;0.51048;118
5298;46.5801;0.61483;108
5299;46.5816;0.71918;132
5300;46.583;0.82354;122
5301;46.5844;0.92791;117
5302;46.5856;1.03228;111
5303;46.5868;1.13666;117
5304;46.5878;1.24104;132
5305;46.5888;1.34542;150
5306;46.5896;1.44981;161
5307;46.5904;1.5542;169
5308;46.5911;1.6586;209
5309;46.5916;1.76299;212
5310;46.5921;1.86739;219
5311;46.5925;1.97179;222
5312;46.5928;2.07619;224
5313;46.593;2.1806;231
5314;46.5931;2.285;249
5315;46.5931;2.3894;249
5316;46.593;2.4938;228
5317;46.5928;2.59821;208
5318;46.5925;2.70261;302
5319;46.5921;2.80701;341
5320;46.5916;2.91141;284
5321;46.5911;3.0158;271
5322;46.5904;3.1202;245
5323;46.5896;3.22459;248
5324;46.5888;3.32898;229
5325;46.5878;3.43336;257
5326;46.5868;3.53774;240
5327;46.5856;3.64212;231
5328;46.5844;3.74649;238
5329;46.583;3.85086;303
5330;46.5816;3.95522;325
5331;46.5801;4.05957;277
5332;46.5785;4.16392;291
5333;46.5767;4.26827;299
5334;46.5749;4.3726;354
5335;46.573;4.47693;373
5336;46.571;4.58125;278
5337;46.5689;4.68557;225
5338;46.5667;4.78987;277
5339;46.5644;4.89417;228
5340;46.562;4.99846;189
5341;46.5595;5.10274;192
5342;46.5569;5.20701;198
5343;46.5543;5.31126;201
5344;46.5515;5.41551;316
5345;46.5486;5.51975;512
5346;46.5457;5.62398;535
5347;46.5426;5.72819;548
5348;46.5395;5.83239;869
5349;46.5362;5.93658;953
5350;46.5329;6.04076;1054
5351;46.5294;6.14493;1269
5352;46.5259;6.24908;1179
5353;46.5223;6.35322;687
5354;46.5186;6.45734;483
5355;46.5147;6.56145;399
5356;46.5108;6.66554;511
5357;46.5068;6.76962;663
5358;46.5027;6.87369;796
5359;46.4985;6.97773;1339
5360;46.4942;7.08176;1236
5361;46.4898;7.18578;1409
5362;46.4853;7.28978;1393
5363;46.4808;7.39376;1548
5364;46.4761;7.49772;1833
5365;46.4713;7.60166;1924
5366;46.4664;7.70559;2108
5367;46.4615;7.8095;2693
5368;46.4564;7.91339;2787
5369;46.4513;8.01725;2909
5370;46.446;8.1211;2232
5371;46.4407;8.22493;1964
5372;46.4353;8.32874;2613
5373;46.3757;9.36561;1722
5374;46.3692;9.46917;2157
5375;46.3627;9.5727;1976
5376;46.4467;-1.77748;1
5377;46.4504;-1.6735;14
5378;46.454;-1.5695;17
5379;46.4575;-1.46548;30
5380;46.461;-1.36146;23
5381;46.4643;-1.25742;11
5382;46.4676;-1.15336;15
5383;46.4707;-1.0493;13
5384;46.4738;-0.94522;31
5385;46.4767;-0.84113;36
5386;46.4796;-0.73703;60
5387;46.4823;-0.63292;65
5388;46.485;-0.5288;87
5389;46.4876;-0.42467;110
5390;46.4901;-0.32053;158
5391;46.4925;-0.21638;174
5392;46.4948;-0.11222;177
5393;46.4969;-0.00805;152
5394;46.499;0.09612;147
5395;46.501;0.2003;146
5396;46.503;0.3045;123
5397;46.5048;0.40869;124
5398;46.5065;0.5129;123
5399;46.5081;0.61711;106
5400;46.5096;0.72133;128
5401;46.5111;0.82555;125
5402;46.5124;0.92978;130
5403;46.5136;1.03401;128
5404;46.5148;1.13825;136
5405;46.5158;1.24249;140
5406;46.5168;1.34674;161
5407;46.5177;1.45099;203
5408;46.5184;1.55524;208
5409;46.5191;1.6595;242
5410;46.5197;1.76376;288
5411;46.5201;1.86802;297
5412;46.5205;1.97228;298
5413;46.5208;2.07654;277
5414;46.521;2.1808;328
5415;46.5211;2.28507;324
5416;46.5211;2.38933;312
5417;46.521;2.4936;263
5418;46.5208;2.59786;214
5419;46.5205;2.70212;264
5420;46.5201;2.80638;287
5421;46.5197;2.91064;277
5422;46.5191;3.0149;308
5423;46.5184;3.11916;305
5424;46.5177;3.22341;281
5425;46.5168;3.32766;233
5426;46.5158;3.43191;266
5427;46.5148;3.53615;257
5428;46.5136;3.64039;248
5429;46.5124;3.74462;241
5430;46.5111;3.84885;245
5431;46.5096;3.95307;275
5432;46.5081;4.05729;265
5433;46.5065;4.1615;270
5434;46.5048;4.26571;332
5435;46.503;4.3699;344
5436;46.501;4.4741;357
5437;46.499;4.57828;280
5438;46.4969;4.68246;281
5439;46.4948;4.78662;337
5440;46.4925;4.89078;214
5441;46.4901;4.99493;193
5442;46.4876;5.09907;203
5443;46.485;5.2032;202
5444;46.4823;5.30732;214
5445;46.4796;5.41143;424
5446;46.4767;5.51553;482
5447;46.4738;5.61962;531
5448;46.4707;5.7237;635
5449;46.4676;5.82776;862
5450;46.4643;5.93182;908
5451;46.461;6.03586;1164
5452;46.4575;6.13988;1218
5453;46.454;6.2439;675
5454;46.4504;6.3479;431
5455;46.4467;6.45188;374
5456;46.4429;6.55586;371
5457;46.439;6.65981;375
5458;46.4349;6.76375;379
5459;46.4309;6.86768;406
5460;46.4267;6.97159;1234
5461;46.4224;7.07549;1480
5462;46.418;7.17936;1712
5463;46.4135;7.28322;1538
5464;46.4089;7.38707;1912
5465;46.4043;7.49089;2220
5466;46.3995;7.5947;2396
5467;46.3946;7.69849;2510
5468;46.3897;7.80226;2240
5469;46.3846;7.90601;2671
5470;46.3795;8.00975;1854
5471;46.3743;8.11346;1651
5472;46.3689;8.21715;2153
5473;46.3635;8.32082;2391
5474;46.3821;-1.56433;2
5475;46.3857;-1.46045;6
5476;46.3891;-1.35656;3
5477;46.3924;-1.25266;3
5478;46.3957;-1.14875;2
5479;46.3988;-1.04482;2
5480;46.4019;-0.94088;5
5481;46.4048;-0.83693;10
5482;46.4077;-0.73296;13
5483;46.4104;-0.62899;37
5484;46.4131;-0.52501;57
5485;46.4157;-0.42102;65
5486;46.4181;-0.31701;89
5487;46.4205;-0.213;109
5488;46.4228;-0.10898;149
5489;46.425;-0.00495;152
5490;46.4271;0.09909;143
5491;46.4291;0.20313;123
5492;46.431;0.30719;118
5493;46.4328;0.41125;128
5494;46.4345;0.51531;128
5495;46.4362;0.61939;117
5496;46.4377;0.72347;126
5497;46.4391;0.82755;121
5498;46.4404;0.93164;128
5499;46.4417;1.03574;139
5500;46.4428;1.13984;165
5501;46.4439;1.24394;174
5502;46.4448;1.34805;199
5503;46.4457;1.45216;253
5504;46.4464;1.55628;260
5505;46.4471;1.6604;293
5506;46.4477;1.76452;356
5507;46.4482;1.86864;381
5508;46.4486;1.97276;393
5509;46.4488;2.07688;347
5510;46.449;2.18101;421
5511;46.4491;2.28514;382
5512;46.4491;2.38926;368
5513;46.449;2.49339;290
5514;46.4488;2.59751;231
5515;46.4486;2.70164;301
5516;46.4482;2.80576;250
5517;46.4477;2.90988;288
5518;46.4471;3.014;378
5519;46.4464;3.11812;404
5520;46.4457;3.22224;317
5521;46.4448;3.32635;236
5522;46.4439;3.43046;266
5523;46.4428;3.53456;279
5524;46.4417;3.63866;268
5525;46.4404;3.74276;278
5526;46.4391;3.84685;267
5527;46.4377;3.95093;249
5528;46.4362;4.05501;259
5529;46.4345;4.15909;279
5530;46.4328;4.26315;311
5531;46.431;4.36721;353
5532;46.4291;4.47127;388
5533;46.4271;4.57531;381
5534;46.425;4.67935;363
5535;46.4228;4.78338;280
5536;46.4205;4.8874;190
5537;46.4181;4.99141;193
5538;46.4157;5.09542;201
5539;46.4131;5.19941;211
5540;46.4104;5.30339;227
5541;46.4077;5.40736;445
5542;46.4048;5.51133;457
5543;46.4019;5.61528;567
5544;46.3988;5.71922;652
5545;46.3957;5.82315;652
5546;46.3924;5.92706;1011
5547;46.3891;6.03096;1246
5548;46.3857;6.13485;763
5549;46.3821;6.23873;410
5550;46.3785;6.34259;381
5551;46.3748;6.44644;403
5552;46.371;6.55028;601
5553;46.3671;6.6541;915
5554;46.3631;6.7579;1439
5555;46.359;6.86169;840
5556;46.3548;6.96547;1016
5557;46.3505;7.06922;1455
5558;46.3461;7.17297;1820
5559;46.3417;7.27669;2199
5560;46.3371;7.3804;2324
5561;46.3324;7.48409;1769
5562;46.3277;7.58776;1218
5563;46.3228;7.69141;1345
5564;46.3179;7.79504;1323
5565;46.3128;7.89866;1391
5566;46.3077;8.00226;1320
5567;46.3025;8.10583;2309
5568;46.2972;8.20939;2293
5569;46.3138;-1.45544;1
5570;46.3172;-1.35168;1
5571;46.3205;-1.24792;1
5572;46.3237;-1.14414;1
5573;46.3269;-1.04035;2
5574;46.3299;-0.93655;3
5575;46.3329;-0.83273;3
5576;46.3357;-0.72891;5
5577;46.3385;-0.62507;9
5578;46.3412;-0.52123;34
5579;46.3437;-0.41737;54
5580;46.3462;-0.3135;75
5581;46.3486;-0.20963;128
5582;46.3509;-0.10575;122
5583;46.3531;-0.00185;129
5584;46.3552;0.10205;141
5585;46.3572;0.20596;128
5586;46.3591;0.30987;130
5587;46.3609;0.41379;126
5588;46.3626;0.51772;131
5589;46.3642;0.62166;132
5590;46.3657;0.7256;116
5591;46.3671;0.82955;140
5592;46.3685;0.9335;151
5593;46.3697;1.03746;180
5594;46.3709;1.14142;189
5595;46.3719;1.24539;217
5596;46.3729;1.34936;257
5597;46.3737;1.45333;311
5598;46.3745;1.55731;315
5599;46.3751;1.66129;292
5600;46.3757;1.76527;298
5601;46.3762;1.86926;332
5602;46.3766;1.97324;337
5603;46.3769;2.07723;376
5604;46.377;2.18122;415
5605;46.3771;2.28521;432
5606;46.3771;2.38919;404
5607;46.377;2.49318;302
5608;46.3769;2.59717;240
5609;46.3766;2.70116;349
5610;46.3762;2.80514;289
5611;46.3757;2.90913;347
5612;46.3751;3.01311;436
5613;46.3745;3.11709;414
5614;46.3737;3.22107;335
5615;46.3729;3.32504;242
5616;46.3719;3.42901;272
5617;46.3709;3.53298;277
5618;46.3697;3.63694;305
5619;46.3685;3.7409;336
5620;46.3671;3.84485;297
5621;46.3657;3.9488;269
5622;46.3642;4.05274;261
5623;46.3626;4.15668;303
5624;46.3609;4.2606;359
5625;46.3591;4.36453;395
5626;46.3572;4.46844;452
5627;46.3552;4.57235;378
5628;46.3531;4.67625;393
5629;46.3509;4.78015;279
5630;46.3486;4.88403;186
5631;46.3462;4.9879;200
5632;46.3437;5.09177;204
5633;46.3412;5.19563;215
5634;46.3385;5.29947;226
5635;46.3357;5.40331;402
5636;46.3329;5.50713;487
5637;46.3299;5.61095;521
5638;46.3269;5.71475;645
5639;46.3237;5.81854;904
5640;46.3205;5.92232;1179
5641;46.3172;6.02608;916
5642;46.3138;6.12984;481
5643;46.3102;6.23358;391
5644;46.3066;6.3373;489
5645;46.3029;6.44102;665
5646;46.2991;6.54471;1048
5647;46.2952;6.6484;1122
5648;46.2912;6.75207;1425
5649;46.2871;6.85572;1404
5650;46.283;6.95936;508
5651;46.2787;7.06298;1181
5652;46.2743;7.16658;2114
5653;46.2698;7.27017;1590
5654;46.2653;7.37374;1030
5655;46.2606;7.47729;974
5656;46.2559;7.58083;1564
5657;46.251;7.68435;2184
5658;46.2461;7.78785;2241
5659;46.241;7.89133;1598
5660;46.2359;7.99479;2222
5661;46.2307;8.09823;2364
5662;46.2384;-1.55404;1
5663;46.2419;-1.45043;1
5664;46.2486;-1.24319;1
5665;46.2519;-1.13955;8
5666;46.255;-1.03589;5
5667;46.258;-0.93223;6
5668;46.261;-0.82855;14
5669;46.2638;-0.72486;8
5670;46.2666;-0.62116;15
5671;46.2692;-0.51745;18
5672;46.2718;-0.41373;36
5673;46.2743;-0.31;68
5674;46.2766;-0.20627;128
5675;46.2789;-0.10252;163
5676;46.2811;0.00124;130
5677;46.2832;0.105;130
5678;46.2852;0.20877;138
5679;46.2871;0.31255;139
5680;46.2889;0.41633;134
5681;46.2906;0.52013;138
5682;46.2922;0.62393;141
5683;46.2938;0.72773;153
5684;46.2952;0.83154;186
5685;46.2965;0.93536;183
5686;46.2978;1.03918;222
5687;46.2989;1.143;232
5688;46.2999;1.24683;254
5689;46.3009;1.35067;275
5690;46.3017;1.4545;338
5691;46.3025;1.55834;330
5692;46.3032;1.66218;355
5693;46.3037;1.76603;334
5694;46.3042;1.86987;370
5695;46.3046;1.97372;405
5696;46.3049;2.07757;392
5697;46.3051;2.18142;450
5698;46.3052;2.28527;434
5699;46.3052;2.38913;469
5700;46.3051;2.49298;400
5701;46.3049;2.59683;298
5702;46.3046;2.70068;365
5703;46.3042;2.80452;377
5704;46.3037;2.90837;423
5705;46.3032;3.01222;424
5706;46.3025;3.11606;393
5707;46.3017;3.2199;313
5708;46.3009;3.32373;243
5709;46.2999;3.42757;258
5710;46.2989;3.5314;293
5711;46.2978;3.63522;314
5712;46.2965;3.73904;424
5713;46.2952;3.84286;325
5714;46.2938;3.94667;293
5715;46.2922;4.05047;286
5716;46.2906;4.15427;405
5717;46.2889;4.25806;405
5718;46.2871;4.36185;462
5719;46.2852;4.46563;539
5720;46.2832;4.5694;456
5721;46.2811;4.67316;502
5722;46.2789;4.77692;223
5723;46.2766;4.88067;183
5724;46.2743;4.9844;201
5725;46.2718;5.08813;212
5726;46.2692;5.19185;222
5727;46.2666;5.29556;251
5728;46.2638;5.39926;383
5729;46.261;5.50295;493
5730;46.258;5.60663;561
5731;46.255;5.71029;830
5732;46.2519;5.81395;1093
5733;46.2486;5.91759;1093
5734;46.2453;6.02122;498
5735;46.2419;6.12483;417
5736;46.2384;6.22844;433
5737;46.2347;6.33203;757
5738;46.231;6.4356;1004
5739;46.2272;6.53917;1279
5740;46.2233;6.64271;1277
5741;46.2194;6.74625;1561
5742;46.2153;6.84976;1592
5743;46.2111;6.95326;1213
5744;46.2068;7.05675;1503
5745;46.2025;7.16022;1680
5746;46.198;7.26367;879
5747;46.1934;7.36711;1215
5748;46.1888;7.47052;1941
5749;46.184;7.57392;2083
5750;46.1792;7.67731;2573
5751;46.1743;7.78067;2276
5752;46.1692;7.88401;2324
5753;46.1641;7.98734;2830
5754;46.17;-1.44544;1
5755;46.1734;-1.34196;8
5756;46.1767;-1.23847;3
5757;46.1799;-1.13496;16
5758;46.1831;-1.03145;24
5759;46.1861;-0.92792;13
5760;46.1891;-0.82438;22
5761;46.1919;-0.72082;26
5762;46.1946;-0.61726;28
5763;46.1973;-0.51369;47
5764;46.1999;-0.41011;58
5765;46.2023;-0.30651;60
5766;46.2047;-0.20291;96
5767;46.207;-0.0993;142
5768;46.2092;0.00432;148
5769;46.2113;0.10794;135
5770;46.2132;0.21158;135
5771;46.2151;0.31522;139
5772;46.217;0.41887;151
5773;46.2187;0.52253;148
5774;46.2203;0.62619;151
5775;46.2218;0.72985;175
5776;46.2232;0.83353;202
5777;46.2246;0.93721;209
5778;46.2258;1.04089;217
5779;46.2269;1.14458;233
5780;46.228;1.24827;295
5781;46.2289;1.35197;323
5782;46.2298;1.45567;364
5783;46.2305;1.55937;396
5784;46.2312;1.66307;401
5785;46.2318;1.76678;455
5786;46.2322;1.87049;367
5787;46.2326;1.9742;449
5788;46.2329;2.07792;438
5789;46.2331;2.18163;420
5790;46.2332;2.28534;408
5791;46.2332;2.38906;420
5792;46.2331;2.49277;389
5793;46.2329;2.59648;429
5794;46.2326;2.7002;487
5795;46.2322;2.80391;507
5796;46.2318;2.90762;484
5797;46.2312;3.01133;459
5798;46.2305;3.11503;329
5799;46.2298;3.21873;283
5800;46.2289;3.32243;279
5801;46.228;3.42613;279
5802;46.2269;3.52982;307
5803;46.2258;3.63351;327
5804;46.2246;3.73719;414
5805;46.2232;3.84087;363
5806;46.2218;3.94455;307
5807;46.2203;4.04821;298
5808;46.2187;4.15188;388
5809;46.217;4.25553;362
5810;46.2151;4.35918;489
5811;46.2132;4.46282;676
5812;46.2113;4.56646;604
5813;46.2092;4.67008;434
5814;46.207;4.7737;192
5815;46.2047;4.87731;211
5816;46.2023;4.98091;216
5817;46.1999;5.08451;227
5818;46.1973;5.18809;236
5819;46.1946;5.29166;282
5820;46.1919;5.39522;370
5821;46.1891;5.49878;541
5822;46.1861;5.60232;694
5823;46.1831;5.70585;796
5824;46.1799;5.80936;845
5825;46.1767;5.91287;747
5826;46.1734;6.01636;418
5827;46.17;6.11984;438
5828;46.1665;6.22331;555
5829;46.1629;6.32677;611
5830;46.1592;6.43021;869
5831;46.1554;6.53363;1190
5832;46.1515;6.63704;1387
5833;46.1475;6.74044;1576
5834;46.1434;6.84382;1869
5835;46.1392;6.94719;2216
5836;46.135;7.05054;1017
5837;46.1306;7.15387;955
5838;46.1262;7.25719;1951
5839;46.1216;7.36049;2249
5840;46.117;7.46377;2103
5841;46.1122;7.56703;2581
5842;46.1074;7.67028;2853
5843;46.1025;7.77351;2447
5844;46.0975;7.87672;3156
5845;46.0923;7.97991;2596
5846;46.108;-1.13039;4
5847;46.1112;-1.02701;21
5848;46.1142;-0.92362;23
5849;46.1171;-0.82021;28
5850;46.12;-0.7168;47
5851;46.1227;-0.61337;48
5852;46.1254;-0.50994;50
5853;46.1279;-0.40649;74
5854;46.1304;-0.30303;51
5855;46.1328;-0.19957;73
5856;46.135;-0.09609;109
5857;46.1372;0.00739;155
5858;46.1393;0.11088;142
5859;46.1413;0.21438;125
5860;46.1432;0.31788;140
5861;46.145;0.4214;158
5862;46.1467;0.52491;157
5863;46.1483;0.62844;169
5864;46.1498;0.73197;201
5865;46.1513;0.83551;212
5866;46.1526;0.93905;233
5867;46.1538;1.0426;232
5868;46.155;1.14615;251
5869;46.156;1.24971;287
5870;46.1569;1.35327;321
5871;46.1578;1.45683;356
5872;46.1586;1.56039;387
5873;46.1592;1.66396;405
5874;46.1598;1.76753;461
5875;46.1603;1.87111;483
5876;46.1606;1.97468;401
5877;46.1609;2.07826;482
5878;46.1611;2.18183;433
5879;46.1612;2.28541;402
5880;46.1612;2.38899;434
5881;46.1611;2.49257;453
5882;46.1609;2.59614;465
5883;46.1606;2.69972;527
5884;46.1603;2.80329;593
5885;46.1598;2.90687;572
5886;46.1592;3.01044;534
5887;46.1586;3.11401;363
5888;46.1578;3.21757;321
5889;46.1569;3.32113;316
5890;46.156;3.42469;289
5891;46.155;3.52825;382
5892;46.1538;3.6318;401
5893;46.1526;3.73535;519
5894;46.1513;3.83889;519
5895;46.1498;3.94243;322
5896;46.1483;4.04596;301
5897;46.1467;4.14948;315
5898;46.145;4.253;443
5899;46.1432;4.35652;655
5900;46.1413;4.46002;665
5901;46.1393;4.56352;532
5902;46.1372;4.66701;285
5903;46.135;4.77049;187
5904;46.1328;4.87397;232
5905;46.1304;4.97743;251
5906;46.1279;5.08089;262
5907;46.1254;5.18433;266
5908;46.1227;5.28777;279
5909;46.12;5.3912;352
5910;46.1171;5.49461;611
5911;46.1142;5.59802;833
5912;46.1112;5.70141;1108
5913;46.108;5.80479;598
5914;46.1048;5.90816;600
5915;46.1015;6.01152;574
5916;46.0981;6.11487;817
5917;46.0946;6.2182;833
5918;46.091;6.32152;528
5919;46.0873;6.42482;779
5920;46.0835;6.52811;658
5921;46.0796;6.63139;940
5922;46.0756;6.73465;1169
5923;46.0716;6.8379;1846
5924;46.0674;6.94113;1901
5925;46.0631;7.04434;1514
5926;46.0588;7.14754;1407
5927;46.0543;7.25072;1780
5928;46.0498;7.35388;2658
5929;46.0451;7.45703;2606
5930;46.0404;7.56016;2867
5931;46.0356;7.66327;3008
5932;46.0307;7.76637;2380
5933;46.0257;7.86944;3228
5934;46.0205;7.9725;2719
5935;46.0262;-1.4355;2
5936;46.0296;-1.33229;1
5937;46.0361;-1.12584;3
5938;46.0392;-1.02259;4
5939;46.0423;-0.91933;10
5940;46.0452;-0.81606;12
5941;46.0481;-0.71278;28
5942;46.0508;-0.60949;41
5943;46.0534;-0.50619;55
5944;46.056;-0.40288;50
5945;46.0585;-0.29956;95
5946;46.0608;-0.19623;119
5947;46.0631;-0.09289;115
5948;46.0653;0.01045;127
5949;46.0674;0.11381;136
5950;46.0694;0.21717;127
5951;46.0712;0.32054;148
5952;46.073;0.42392;167
5953;46.0747;0.5273;175
5954;46.0764;0.63069;194
5955;46.0779;0.73408;197
5956;46.0793;0.83749;219
5957;46.0806;0.94089;252
5958;46.0819;1.0443;264
5959;46.083;1.14772;288
5960;46.084;1.25114;354
5961;46.085;1.35456;407
5962;46.0858;1.45799;394
5963;46.0866;1.56142;436
5964;46.0872;1.66485;446
5965;46.0878;1.76828;488
5966;46.0883;1.87172;569
5967;46.0887;1.97516;505
5968;46.089;2.0786;439
5969;46.0891;2.18204;520
5970;46.0892;2.28548;463
5971;46.0892;2.38892;542
5972;46.0891;2.49236;525
5973;46.089;2.5958;533
5974;46.0887;2.69924;622
5975;46.0883;2.80268;663
5976;46.0878;2.90612;527
5977;46.0872;3.00955;515
5978;46.0866;3.11298;457
5979;46.0858;3.21641;365
5980;46.085;3.31984;351
5981;46.084;3.42326;307
5982;46.083;3.52668;428
5983;46.0819;3.6301;514
5984;46.0806;3.73351;687
5985;46.0793;3.83692;770
5986;46.0779;3.94032;370
5987;46.0764;4.04371;301
5988;46.0747;4.1471;323
5989;46.073;4.25048;454
5990;46.0712;4.35386;606
5991;46.0694;4.45723;605
5992;46.0674;4.56059;549
5993;46.0653;4.66395;265
5994;46.0631;4.76729;198
5995;46.0608;4.87063;260
5996;46.0585;4.97396;276
5997;46.056;5.07728;274
5998;46.0534;5.18059;284
5999;46.0508;5.28389;288
6000;46.0481;5.38718;313
6001;46.0452;5.49046;674
6002;46.0423;5.59373;923
6003;46.0392;5.69699;1034
6004;46.0361;5.80024;518
6005;46.0329;5.90347;487
6006;46.0296;6.00669;519
6007;46.0262;6.1099;710
6008;46.0227;6.2131;757
6009;46.0191;6.31628;1145
6010;46.0154;6.41945;1344
6011;46.0116;6.52261;1481
6012;46.0077;6.62575;1204
6013;46.0038;6.72887;1952
6014;45.9997;6.83198;2142
6015;45.9955;6.93508;1969
6016;45.9913;7.03816;2793
6017;45.9869;7.14122;1726
6018;45.9825;7.24427;2624
6019;45.978;7.3473;2726
6020;45.9733;7.45031;3083
6021;45.9686;7.55331;3098
6022;45.9638;7.65629;2831
6023;45.9589;7.75924;3016
6024;45.9538;7.86218;3348
6025;45.9577;-1.32748;6
6026;45.961;-1.22439;2
6027;45.9642;-1.12129;4
6028;45.9673;-1.01818;5
6029;45.9704;-0.91506;7
6030;45.9733;-0.81192;13
6031;45.9761;-0.70878;19
6032;45.9789;-0.60562;28
6033;45.9815;-0.50246;48
6034;45.9841;-0.39928;51
6035;45.9865;-0.2961;82
6036;45.9889;-0.1929;124
6037;45.9912;-0.0897;107
